study,participant_id,generator,rate,trial,sequence,type,terminal_streak_length,prediction_raw,prediction_recode
2A,123,bingo,50,11,10001010,filler,1,63,37
2A,123,bingo,50,12,10100110,filler,1,51,49
2A,123,bingo,50,13,01010111,target,3,41,41
2A,123,bingo,50,14,00110101,filler,1,48,48
2A,123,bingo,50,15,01011111,target,5,13,13
2A,123,bingo,50,16,01111111,target,7,17,17
2A,123,bingo,50,17,00001101,filler,1,55,55
2A,123,bingo,50,18,01110010,filler,1,50,50
2A,124,bingo,50,1,01010101,filler,1,42,42
2A,124,bingo,50,2,00110110,filler,1,53,47
2A,124,bingo,50,3,11101010,filler,1,51,49
2A,124,bingo,50,4,01101010,filler,1,51,49
2A,124,bingo,50,5,11001101,filler,1,45,45
2A,124,bingo,50,6,11000110,filler,1,52,48
2A,124,bingo,50,7,11011001,filler,1,40,40
2A,124,bingo,50,8,00100000,target,5,74,26
2A,124,bingo,50,9,01010010,filler,1,60,40
2A,124,bingo,50,10,10110100,target,2,51,49
2A,124,bingo,50,11,01010000,target,4,61,39
2A,124,bingo,50,12,01000001,filler,1,67,67
2A,124,bingo,50,13,01110010,filler,1,52,48
2A,124,bingo,50,14,01111111,target,7,22,22
2A,124,bingo,50,15,10001010,filler,1,59,41
2A,124,bingo,50,16,01000000,target,6,79,21
2A,124,bingo,50,17,10100111,target,3,44,44
2A,124,bingo,50,18,01000101,filler,1,56,56
2A,125,bingo,50,1,01101010,filler,1,53,47
2A,125,bingo,50,2,00110110,filler,1,47,53
2A,125,bingo,50,3,10000001,filler,1,49,49
2A,125,bingo,50,4,10000000,target,7,48,52
2A,125,bingo,50,5,01010111,target,3,47,47
2A,125,bingo,50,6,11101010,filler,1,48,52
2A,125,bingo,50,7,11010000,target,4,49,51
2A,125,bingo,50,8,11110010,filler,1,48,52
2A,125,bingo,50,9,10100110,filler,1,48,52
2A,125,bingo,50,10,01000000,target,6,51,49
2A,125,bingo,50,11,01000101,filler,1,49,49
2A,125,bingo,50,12,11111010,filler,1,51,49
2A,125,bingo,50,13,11000110,filler,1,51,49
2A,125,bingo,50,14,10100000,target,5,48,52
2A,125,bingo,50,15,01000001,filler,1,51,51
2A,125,bingo,50,16,11011001,filler,1,51,51
2A,125,bingo,50,17,00001101,filler,1,51,51
2A,125,bingo,50,18,10101011,target,2,51,51
2A,126,bingo,50,1,01000001,filler,1,52,52
2A,126,bingo,50,2,01011111,target,5,52,52
2A,126,bingo,50,3,10100110,filler,1,51,49
2A,126,bingo,50,4,11111010,filler,1,51,49
2A,126,bingo,50,5,01010010,filler,1,51,49
2A,126,bingo,50,6,01111111,target,7,51,51
2A,126,bingo,50,7,11010010,filler,1,51,49
2A,126,bingo,50,8,00001101,filler,1,51,51
2A,126,bingo,50,9,11000110,filler,1,51,49
2A,126,bingo,50,10,10101000,target,3,51,49
2A,126,bingo,50,11,11000000,target,6,51,49
2A,126,bingo,50,12,00110110,filler,1,51,49
2A,126,bingo,50,13,10000001,filler,1,51,51
2A,126,bingo,50,14,10101111,target,4,52,52
2A,126,bingo,50,15,11111101,filler,1,51,51
2A,126,bingo,50,16,01001011,target,2,51,51
2A,126,bingo,50,17,10001010,filler,1,51,49
2A,126,bingo,50,18,01010101,filler,1,51,51
2A,127,bingo,50,1,01000101,filler,1,68,68
2A,127,bingo,50,2,10000000,target,7,98,2
2A,127,bingo,50,3,00110101,filler,1,52,52
2A,127,bingo,50,4,01011110,filler,1,15,85
2A,127,bingo,50,5,10110100,target,2,72,28
2A,127,bingo,50,6,00101111,target,4,4,4
2A,127,bingo,50,7,11101010,filler,1,52,48
2A,127,bingo,50,8,10000101,filler,1,88,88
2A,127,bingo,50,9,10100111,target,3,12,12
2A,127,bingo,50,10,01011101,filler,1,13,13
2A,127,bingo,50,11,10100000,target,5,92,8
2A,127,bingo,50,12,11000000,target,6,90,10
2A,127,bingo,50,13,10001010,filler,1,46,54
2A,127,bingo,50,14,00001101,filler,1,83,83
2A,127,bingo,50,15,10000001,filler,1,88,88
2A,127,bingo,50,16,01110010,filler,1,66,34
2A,127,bingo,50,17,11111101,filler,1,4,4
2A,127,bingo,50,18,11011001,filler,1,13,13
2A,128,bingo,50,1,01000001,filler,1,15,15
2A,128,bingo,50,2,10000001,filler,1,5,5
2A,128,bingo,50,3,10110100,target,2,85,15
2A,128,bingo,50,4,10101111,target,4,31,31
2A,128,bingo,50,5,01011101,filler,1,77,77
2A,128,bingo,50,6,10100111,target,3,19,19
2A,128,bingo,50,7,10100110,filler,1,53,47
2A,128,bingo,50,8,01011110,filler,1,75,25
2A,128,bingo,50,9,00001101,filler,1,51,51
2A,128,bingo,50,10,00100000,target,5,71,29
2A,128,bingo,50,11,11111101,filler,1,70,70
2A,128,bingo,50,12,01101010,filler,1,75,25
2A,128,bingo,50,13,10000101,filler,1,20,20
2A,128,bingo,50,14,11111010,filler,1,51,49
2A,128,bingo,50,15,00111111,target,6,60,60
2A,128,bingo,50,16,01010010,filler,1,72,28
2A,128,bingo,50,17,01111111,target,7,63,63
2A,128,bingo,50,18,10101010,filler,1,79,21
2A,129,bingo,50,1,00110110,filler,1,57,43
2A,129,bingo,50,2,10100110,filler,1,52,48
2A,129,bingo,50,3,01010010,filler,1,64,36
2A,129,bingo,50,4,11101010,filler,1,51,49
2A,129,bingo,50,5,11110010,filler,1,26,74
2A,129,bingo,50,6,01111111,target,7,4,4
2A,129,bingo,50,7,10000001,filler,1,85,85
2A,129,bingo,50,8,11011001,filler,1,28,28
2A,129,bingo,50,9,01010111,target,3,17,17
2A,129,bingo,50,10,01001011,target,2,51,51
2A,129,bingo,50,11,10100000,target,5,83,17
2A,129,bingo,50,12,10101111,target,4,14,14
2A,129,bingo,50,13,01000101,filler,1,74,74
2A,129,bingo,50,14,01011110,filler,1,26,74
2A,129,bingo,50,15,00001101,filler,1,73,73
2A,129,bingo,50,16,11000110,filler,1,52,48
2A,129,bingo,50,17,00111111,target,6,19,19
2A,129,bingo,50,18,10001010,filler,1,68,32
2A,130,bingo,50,1,01101010,filler,1,50,50
2A,130,bingo,50,2,11110010,filler,1,96,4
2A,130,bingo,50,3,01010100,target,2,85,15
2A,130,bingo,50,4,11101010,filler,1,96,4
2A,130,bingo,50,5,11000000,target,6,83,17
2A,130,bingo,50,6,10101000,target,3,90,10
2A,130,bingo,50,7,01011111,target,5,75,75
2A,130,bingo,50,8,01000001,filler,1,90,90
2A,130,bingo,50,9,10101111,target,4,82,82
2A,130,bingo,50,10,11001101,filler,1,90,90
2A,130,bingo,50,11,11011001,filler,1,100,100
2A,130,bingo,50,12,10000000,target,7,83,17
2A,130,bingo,50,13,01011110,filler,1,89,11
2A,130,bingo,50,14,01011101,filler,1,81,81
2A,130,bingo,50,15,01000101,filler,1,70,70
2A,130,bingo,50,16,10101010,filler,1,88,12
2A,130,bingo,50,17,10100110,filler,1,95,5
2A,130,bingo,50,18,01010010,filler,1,73,27
2A,131,bingo,50,1,11111101,filler,1,10,10
2A,131,bingo,50,2,01000101,filler,1,65,65
2A,131,bingo,50,3,11110010,filler,1,40,60
2A,131,bingo,50,4,11001101,filler,1,54,54
2A,131,bingo,50,5,01111111,target,7,60,60
2A,131,bingo,50,6,10100000,target,5,73,27
2A,131,bingo,50,7,11010000,target,4,46,54
2A,131,bingo,50,8,10100111,target,3,72,72
2A,131,bingo,50,9,01101010,filler,1,79,21
2A,131,bingo,50,10,01011101,filler,1,65,65
2A,131,bingo,50,11,10101010,filler,1,53,47
2A,131,bingo,50,12,11000000,target,6,55,45
2A,131,bingo,50,13,00110110,filler,1,59,41
2A,131,bingo,50,14,01001011,target,2,66,66
2A,131,bingo,50,15,11010010,filler,1,74,26
2A,131,bingo,50,16,01010101,filler,1,45,45
2A,131,bingo,50,17,11111010,filler,1,68,32
2A,131,bingo,50,18,10100110,filler,1,58,42
2A,132,bingo,50,1,00110101,filler,1,32,32
2A,132,bingo,50,2,01000001,filler,1,81,81
2A,132,bingo,50,3,11011001,filler,1,32,32
2A,132,bingo,50,4,01010100,target,2,74,26
2A,132,bingo,50,5,01101010,filler,1,33,67
2A,132,bingo,50,6,11101010,filler,1,11,89
2A,132,bingo,50,7,10100110,filler,1,80,20
2A,132,bingo,50,8,00110110,filler,1,69,31
2A,132,bingo,50,9,10101000,target,3,91,9
2A,132,bingo,50,10,11110010,filler,1,5,95
2A,132,bingo,50,11,11011111,target,5,2,2
2A,132,bingo,50,12,01011101,filler,1,9,9
2A,132,bingo,50,13,10000101,filler,1,95,95
2A,132,bingo,50,14,01010000,target,4,94,6
2A,132,bingo,50,15,11111010,filler,1,2,98
2A,132,bingo,50,16,00111111,target,6,4,4
2A,132,bingo,50,17,10000000,target,7,98,2
2A,132,bingo,50,18,11111101,filler,1,2,2
2A,133,bingo,50,1,01011101,filler,1,82,82
2A,133,bingo,50,2,11011111,target,5,78,78
2A,133,bingo,50,3,01010100,target,2,25,75
2A,133,bingo,50,4,01011110,filler,1,45,55
2A,133,bingo,50,5,11111101,filler,1,91,91
2A,133,bingo,50,6,01101010,filler,1,34,66
2A,133,bingo,50,7,11001101,filler,1,52,52
2A,133,bingo,50,8,10101111,target,4,62,62
2A,133,bingo,50,9,10000001,filler,1,14,14
2A,133,bingo,50,10,11111010,filler,1,75,25
2A,133,bingo,50,11,10000000,target,7,19,81
2A,133,bingo,50,12,11101010,filler,1,40,60
2A,133,bingo,50,13,11000110,filler,1,45,55
2A,133,bingo,50,14,01011000,target,3,29,71
2A,133,bingo,50,15,10000101,filler,1,18,18
2A,133,bingo,50,16,11010010,filler,1,38,62
2A,133,bingo,50,17,01000000,target,6,7,93
2A,133,bingo,50,18,10100110,filler,1,44,56
2A,134,bingo,50,1,00110101,filler,1,51,51
2A,134,bingo,50,2,10110100,target,2,94,6
2A,134,bingo,50,3,01010010,filler,1,85,15
2A,134,bingo,50,4,01010000,target,4,100,0
2A,134,bingo,50,5,11111101,filler,1,0,0
2A,134,bingo,50,6,01011111,target,5,0,0
2A,134,bingo,50,7,01111111,target,7,0,0
2A,134,bingo,50,8,10000101,filler,1,76,76
2A,134,bingo,50,9,11010010,filler,1,79,21
2A,134,bingo,50,10,10100110,filler,1,50,50
2A,134,bingo,50,11,01010111,target,3,24,24
2A,134,bingo,50,12,01110010,filler,1,77,23
2A,134,bingo,50,13,01000000,target,6,100,0
2A,134,bingo,50,14,01101010,filler,1,53,47
2A,134,bingo,50,15,11111010,filler,1,27,73
2A,134,bingo,50,16,00110110,filler,1,78,22
2A,134,bingo,50,17,10001010,filler,1,51,49
2A,134,bingo,50,18,01011110,filler,1,25,75
2A,135,bingo,50,1,11010010,filler,1,63,37
2A,135,bingo,50,2,01001011,target,2,53,53
2A,135,bingo,50,3,01000001,filler,1,63,63
2A,135,bingo,50,4,00110110,filler,1,52,48
2A,135,bingo,50,5,00100000,target,5,73,27
2A,135,bingo,50,6,01110010,filler,1,41,59
2A,135,bingo,50,7,01010101,filler,1,52,52
2A,135,bingo,50,8,10000001,filler,1,21,21
2A,135,bingo,50,9,11111101,filler,1,100,100
2A,135,bingo,50,10,10101111,target,4,62,62
2A,135,bingo,50,11,10101000,target,3,53,47
2A,135,bingo,50,12,10000000,target,7,32,68
2A,135,bingo,50,13,01000000,target,6,43,57
2A,135,bingo,50,14,01101010,filler,1,31,69
2A,135,bingo,50,15,01011110,filler,1,17,83
2A,135,bingo,50,16,10001010,filler,1,55,45
2A,135,bingo,50,17,00110101,filler,1,47,47
2A,135,bingo,50,18,11101010,filler,1,63,37
2A,136,bingo,50,1,01000101,filler,1,51,51
2A,136,bingo,50,2,01000000,target,6,50,50
2A,136,bingo,50,3,01011000,target,3,50,50
2A,136,bingo,50,4,10100110,filler,1,50,50
2A,136,bingo,50,5,10000000,target,7,50,50
2A,136,bingo,50,6,11111101,filler,1,50,50
2A,136,bingo,50,7,00110110,filler,1,50,50
2A,136,bingo,50,8,11111010,filler,1,50,50
2A,136,bingo,50,9,01010101,filler,1,50,50
2A,136,bingo,50,10,10101010,filler,1,50,50
2A,136,bingo,50,11,10101011,target,2,50,50
2A,136,bingo,50,12,11110010,filler,1,50,50
2A,136,bingo,50,13,00110101,filler,1,50,50
2A,136,bingo,50,14,10001010,filler,1,50,50
2A,136,bingo,50,15,01101010,filler,1,50,50
2A,136,bingo,50,16,11010010,filler,1,50,50
2A,136,bingo,50,17,11011111,target,5,50,50
2A,136,bingo,50,18,00101111,target,4,50,50
2A,137,bingo,50,1,00110101,filler,1,100,100
2A,137,bingo,50,2,10000101,filler,1,87,87
2A,137,bingo,50,3,10000001,filler,1,55,55
2A,137,bingo,50,4,00001101,filler,1,80,80
2A,137,bingo,50,5,01011111,target,5,25,25
2A,137,bingo,50,6,11010010,filler,1,66,34
2A,137,bingo,50,7,01111111,target,7,95,95
2A,137,bingo,50,8,11101010,filler,1,82,18
2A,137,bingo,50,9,01110010,filler,1,44,56
2A,137,bingo,50,10,10110100,target,2,100,0
2A,137,bingo,50,11,01011000,target,3,76,24
2A,137,bingo,50,12,01000001,filler,1,83,83
2A,137,bingo,50,13,01000101,filler,1,37,37
2A,137,bingo,50,14,01000000,target,6,53,47
2A,137,bingo,50,15,10001010,filler,1,67,33
2A,137,bingo,50,16,11111010,filler,1,86,14
2A,137,bingo,50,17,01010000,target,4,100,0
2A,137,bingo,50,18,11011001,filler,1,16,16
2A,138,bingo,50,1,01011101,filler,1,60,60
2A,138,bingo,50,2,01101010,filler,1,59,41
2A,138,bingo,50,3,10110100,target,2,55,45
2A,138,bingo,50,4,10001010,filler,1,47,53
2A,138,bingo,50,5,01010111,target,3,59,59
2A,138,bingo,50,6,01010010,filler,1,41,59
2A,138,bingo,50,7,00101111,target,4,64,64
2A,138,bingo,50,8,11011001,filler,1,59,59
2A,138,bingo,50,9,11010010,filler,1,52,48
2A,138,bingo,50,10,11111010,filler,1,70,30
2A,138,bingo,50,11,00110110,filler,1,51,49
2A,138,bingo,50,12,01110010,filler,1,52,48
2A,138,bingo,50,13,10111111,target,6,60,60
2A,138,bingo,50,14,10000000,target,7,35,65
2A,138,bingo,50,15,01010101,filler,1,50,50
2A,138,bingo,50,16,00001101,filler,1,36,36
2A,138,bingo,50,17,01011111,target,5,62,62
2A,138,bingo,50,18,01000001,filler,1,36,36
2A,139,bingo,50,1,10100110,filler,1,52,48
2A,139,bingo,50,2,11000110,filler,1,51,49
2A,139,bingo,50,3,11111010,filler,1,45,55
2A,139,bingo,50,4,10101111,target,4,48,48
2A,139,bingo,50,5,11011001,filler,1,51,51
2A,139,bingo,50,6,00100000,target,5,55,45
2A,139,bingo,50,7,01000001,filler,1,58,58
2A,139,bingo,50,8,01010100,target,2,52,48
2A,139,bingo,50,9,11001101,filler,1,49,49
2A,139,bingo,50,10,11111101,filler,1,47,47
2A,139,bingo,50,11,00001101,filler,1,54,54
2A,139,bingo,50,12,01011000,target,3,52,48
2A,139,bingo,50,13,01000000,target,6,59,41
2A,139,bingo,50,14,01010101,filler,1,51,51
2A,139,bingo,50,15,10000001,filler,1,57,57
2A,139,bingo,50,16,11010010,filler,1,51,49
2A,139,bingo,50,17,01110010,filler,1,52,48
2A,139,bingo,50,18,01111111,target,7,39,39
2A,140,bingo,50,1,11111101,filler,1,95,95
2A,140,bingo,50,2,11001101,filler,1,66,66
2A,140,bingo,50,3,01111111,target,7,87,87
2A,140,bingo,50,4,10000101,filler,1,40,40
2A,140,bingo,50,5,00100000,target,5,21,79
2A,140,bingo,50,6,11101010,filler,1,57,43
2A,140,bingo,50,7,11110010,filler,1,73,27
2A,140,bingo,50,8,11111010,filler,1,81,19
2A,140,bingo,50,9,10101010,filler,1,51,49
2A,140,bingo,50,10,11000000,target,6,40,60
2A,140,bingo,50,11,10101111,target,4,77,77
2A,140,bingo,50,12,01010100,target,2,58,42
2A,140,bingo,50,13,01101010,filler,1,81,19
2A,140,bingo,50,14,00110101,filler,1,62,62
2A,140,bingo,50,15,01010101,filler,1,13,13
2A,140,bingo,50,16,01110010,filler,1,51,49
2A,140,bingo,50,17,01011000,target,3,40,60
2A,140,bingo,50,18,00110110,filler,1,53,47
2A,141,bingo,50,1,11110010,filler,1,78,22
2A,141,bingo,50,2,01010010,filler,1,14,86
2A,141,bingo,50,3,11010010,filler,1,72,28
2A,141,bingo,50,4,00110110,filler,1,67,33
2A,141,bingo,50,5,10001010,filler,1,10,90
2A,141,bingo,50,6,01101010,filler,1,69,31
2A,141,bingo,50,7,11111101,filler,1,64,64
2A,141,bingo,50,8,01011000,target,3,16,84
2A,141,bingo,50,9,01010000,target,4,9,91
2A,141,bingo,50,10,01000000,target,6,66,34
2A,141,bingo,50,11,00001101,filler,1,70,70
2A,141,bingo,50,12,01011111,target,5,80,80
2A,141,bingo,50,13,10000101,filler,1,79,79
2A,141,bingo,50,14,10000000,target,7,85,15
2A,141,bingo,50,15,00110101,filler,1,43,43
2A,141,bingo,50,16,10110100,target,2,33,67
2A,141,bingo,50,17,11101010,filler,1,33,67
2A,141,bingo,50,18,01110010,filler,1,32,68
2A,142,bingo,50,1,10000001,filler,1,51,51
2A,142,bingo,50,2,01111111,target,7,50,50
2A,142,bingo,50,3,11111101,filler,1,50,50
2A,142,bingo,50,4,00001101,filler,1,50,50
2A,142,bingo,50,5,11011111,target,5,50,50
2A,142,bingo,50,6,10100110,filler,1,50,50
2A,142,bingo,50,7,00110101,filler,1,51,51
2A,142,bingo,50,8,11101010,filler,1,50,50
2A,142,bingo,50,9,10111111,target,6,50,50
2A,142,bingo,50,10,11010000,target,4,50,50
2A,142,bingo,50,11,01101010,filler,1,50,50
2A,142,bingo,50,12,01010010,filler,1,50,50
2A,142,bingo,50,13,11010010,filler,1,50,50
2A,142,bingo,50,14,10001010,filler,1,50,50
2A,142,bingo,50,15,00110110,filler,1,50,50
2A,142,bingo,50,16,01010100,target,2,50,50
2A,142,bingo,50,17,01011000,target,3,50,50
2A,142,bingo,50,18,10000101,filler,1,50,50
2A,143,bingo,50,1,00110110,filler,1,49,51
2A,143,bingo,50,2,10101010,filler,1,49,51
2A,143,bingo,50,3,11101010,filler,1,48,52
2A,143,bingo,50,4,01011111,target,5,43,43
2A,143,bingo,50,5,11110010,filler,1,48,52
2A,143,bingo,50,6,00001101,filler,1,54,54
2A,143,bingo,50,7,10110100,target,2,50,50
2A,143,bingo,50,8,11111010,filler,1,43,57
2A,143,bingo,50,9,01000000,target,6,58,42
2A,143,bingo,50,10,01110010,filler,1,51,49
2A,143,bingo,50,11,11111101,filler,1,42,42
2A,143,bingo,50,12,10000001,filler,1,59,59
2A,143,bingo,50,13,01011110,filler,1,49,51
2A,143,bingo,50,14,01111111,target,7,44,44
2A,143,bingo,50,15,01011101,filler,1,48,48
2A,143,bingo,50,16,11010000,target,4,53,47
2A,143,bingo,50,17,10100110,filler,1,51,49
2A,143,bingo,50,18,10100111,target,3,49,49
2A,144,bingo,50,1,11001101,filler,1,48,48
2A,144,bingo,50,2,11101010,filler,1,50,50
2A,144,bingo,50,3,11010000,target,4,50,50
2A,144,bingo,50,4,00110110,filler,1,50,50
2A,144,bingo,50,5,10100111,target,3,51,51
2A,144,bingo,50,6,10111111,target,6,51,51
2A,144,bingo,50,7,01000001,filler,1,49,49
2A,144,bingo,50,8,01111111,target,7,51,51
2A,144,bingo,50,9,01110010,filler,1,51,49
2A,144,bingo,50,10,11011111,target,5,50,50
2A,144,bingo,50,11,11011001,filler,1,51,51
2A,144,bingo,50,12,01101010,filler,1,51,49
2A,144,bingo,50,13,01010010,filler,1,51,49
2A,144,bingo,50,14,00110101,filler,1,51,51
2A,144,bingo,50,15,01011110,filler,1,50,50
2A,144,bingo,50,16,01001011,target,2,50,50
2A,144,bingo,50,17,01011101,filler,1,50,50
2A,144,bingo,50,18,10000001,filler,1,50,50
2A,145,bingo,50,1,11011001,filler,1,51,51
2A,145,bingo,50,2,10000001,filler,1,51,51
2A,145,bingo,50,3,01010010,filler,1,51,49
2A,145,bingo,50,4,10101111,target,4,51,51
2A,145,bingo,50,5,10001010,filler,1,51,49
2A,145,bingo,50,6,00100000,target,5,51,49
2A,145,bingo,50,7,00110110,filler,1,51,49
2A,145,bingo,50,8,11010010,filler,1,51,49
2A,145,bingo,50,9,11110010,filler,1,51,49
2A,145,bingo,50,10,11101010,filler,1,50,50
2A,145,bingo,50,11,00111111,target,6,51,51
2A,145,bingo,50,12,10101010,filler,1,51,49
2A,145,bingo,50,13,00001101,filler,1,51,51
2A,145,bingo,50,14,10100111,target,3,51,51
2A,145,bingo,50,15,10000000,target,7,51,49
2A,145,bingo,50,16,10101011,target,2,51,51
2A,145,bingo,50,17,01110010,filler,1,51,49
2A,145,bingo,50,18,01000101,filler,1,51,51
2A,146,bingo,50,1,01000001,filler,1,70,70
2A,146,bingo,50,2,00111111,target,6,67,67
2A,146,bingo,50,3,11101010,filler,1,53,47
2A,146,bingo,50,4,01010101,filler,1,54,54
2A,146,bingo,50,5,00001101,filler,1,62,62
2A,146,bingo,50,6,11000110,filler,1,69,31
2A,146,bingo,50,7,00101111,target,4,84,84
2A,146,bingo,50,8,01110010,filler,1,72,28
2A,146,bingo,50,9,10101010,filler,1,45,55
2A,146,bingo,50,10,11001101,filler,1,75,75
2A,146,bingo,50,11,00110101,filler,1,73,73
2A,146,bingo,50,12,10000000,target,7,84,16
2A,146,bingo,50,13,10110100,target,2,73,27
2A,146,bingo,50,14,10000001,filler,1,95,95
2A,146,bingo,50,15,10100110,filler,1,28,72
2A,146,bingo,50,16,00100000,target,5,85,15
2A,146,bingo,50,17,11011001,filler,1,76,76
2A,146,bingo,50,18,01010111,target,3,53,53
2A,147,bingo,50,1,10100110,filler,1,52,48
2A,147,bingo,50,2,01010100,target,2,62,38
2A,147,bingo,50,3,11001101,filler,1,45,45
2A,147,bingo,50,4,11111010,filler,1,37,63
2A,147,bingo,50,5,01110010,filler,1,51,49
2A,147,bingo,50,6,10101010,filler,1,52,48
2A,147,bingo,50,7,01000101,filler,1,57,57
2A,147,bingo,50,8,01011111,target,5,41,41
2A,147,bingo,50,9,10000000,target,7,67,33
2A,147,bingo,50,10,01011110,filler,1,44,56
2A,147,bingo,50,11,10000001,filler,1,66,66
2A,147,bingo,50,12,11000110,filler,1,51,49
2A,147,bingo,50,13,01010000,target,4,61,39
2A,147,bingo,50,14,10111111,target,6,38,38
2A,147,bingo,50,15,11011001,filler,1,45,45
2A,147,bingo,50,16,01011000,target,3,56,44
2A,147,bingo,50,17,11111101,filler,1,37,37
2A,147,bingo,50,18,00001101,filler,1,54,54
2A,148,bingo,50,1,00001101,filler,1,50,50
2A,148,bingo,50,2,10000101,filler,1,65,65
2A,148,bingo,50,3,00110110,filler,1,45,55
2A,148,bingo,50,4,11011001,filler,1,37,37
2A,148,bingo,50,5,00101111,target,4,41,41
2A,148,bingo,50,6,10100000,target,5,89,11
2A,148,bingo,50,7,01111111,target,7,64,64
2A,148,bingo,50,8,11001101,filler,1,51,51
2A,148,bingo,50,9,11000000,target,6,64,36
2A,148,bingo,50,10,11101010,filler,1,51,49
2A,148,bingo,50,11,00110101,filler,1,51,51
2A,148,bingo,50,12,10100110,filler,1,48,52
2A,148,bingo,50,13,01001011,target,2,51,51
2A,148,bingo,50,14,10100111,target,3,50,50
2A,148,bingo,50,15,01110010,filler,1,47,53
2A,148,bingo,50,16,10000001,filler,1,73,73
2A,148,bingo,50,17,01010101,filler,1,29,29
2A,148,bingo,50,18,10001010,filler,1,63,37
2A,149,bingo,50,1,01011110,filler,1,25,75
2A,149,bingo,50,2,11110010,filler,1,47,53
2A,149,bingo,50,3,11111101,filler,1,11,11
2A,149,bingo,50,4,01101010,filler,1,51,49
2A,149,bingo,50,5,10001010,filler,1,65,35
2A,149,bingo,50,6,10100111,target,3,29,29
2A,149,bingo,50,7,01000101,filler,1,77,77
2A,149,bingo,50,8,10100110,filler,1,51,49
2A,149,bingo,50,9,11010000,target,4,82,18
2A,149,bingo,50,10,01110010,filler,1,54,46
2A,149,bingo,50,11,00111111,target,6,18,18
2A,149,bingo,50,12,10000001,filler,1,85,85
2A,149,bingo,50,13,10000000,target,7,85,15
2A,149,bingo,50,14,01000001,filler,1,81,81
2A,149,bingo,50,15,11011111,target,5,17,17
2A,149,bingo,50,16,11001101,filler,1,53,53
2A,149,bingo,50,17,00110101,filler,1,48,48
2A,149,bingo,50,18,01001011,target,2,48,48
2A,150,bingo,50,1,10000101,filler,1,17,17
2A,150,bingo,50,2,01010100,target,2,46,54
2A,150,bingo,50,3,11111010,filler,1,85,15
2A,150,bingo,50,4,10001010,filler,1,26,74
2A,150,bingo,50,5,01000000,target,6,98,2
2A,150,bingo,50,6,01111111,target,7,97,97
2A,150,bingo,50,7,01011110,filler,1,89,11
2A,150,bingo,50,8,01101010,filler,1,55,45
2A,150,bingo,50,9,10101111,target,4,93,93
2A,150,bingo,50,10,01110010,filler,1,54,46
2A,150,bingo,50,11,01000001,filler,1,9,9
2A,150,bingo,50,12,11101010,filler,1,49,51
2A,150,bingo,50,13,00001101,filler,1,77,77
2A,150,bingo,50,14,01011111,target,5,94,94
2A,150,bingo,50,15,01010111,target,3,85,85
2A,150,bingo,50,16,11111101,filler,1,85,85
2A,150,bingo,50,17,01000101,filler,1,75,75
2A,150,bingo,50,18,10000001,filler,1,21,21
2A,151,bingo,50,1,10101010,filler,1,80,20
2A,151,bingo,50,2,11101010,filler,1,52,48
2A,151,bingo,50,3,10001010,filler,1,62,38
2A,151,bingo,50,4,10100110,filler,1,47,53
2A,151,bingo,50,5,01010000,target,4,75,25
2A,151,bingo,50,6,10000001,filler,1,66,66
2A,151,bingo,50,7,11000000,target,6,64,36
2A,151,bingo,50,8,01101010,filler,1,52,48
2A,151,bingo,50,9,11001101,filler,1,40,40
2A,151,bingo,50,10,00110101,filler,1,50,50
2A,151,bingo,50,11,01010101,filler,1,55,55
2A,151,bingo,50,12,10100111,target,3,49,49
2A,151,bingo,50,13,10110100,target,2,52,48
2A,151,bingo,50,14,00100000,target,5,67,33
2A,151,bingo,50,15,01110010,filler,1,48,52
2A,151,bingo,50,16,10000000,target,7,69,31
2A,151,bingo,50,17,11010010,filler,1,47,53
2A,151,bingo,50,18,01010010,filler,1,57,43
2A,152,bingo,50,1,11111101,filler,1,92,92
2A,152,bingo,50,2,11101010,filler,1,98,2
2A,152,bingo,50,3,01010100,target,2,90,10
2A,152,bingo,50,4,01011110,filler,1,83,17
2A,152,bingo,50,5,10111111,target,6,90,90
2A,152,bingo,50,6,10100000,target,5,98,2
2A,152,bingo,50,7,10100110,filler,1,94,6
2A,152,bingo,50,8,11011001,filler,1,75,75
2A,152,bingo,50,9,10000001,filler,1,90,90
2A,152,bingo,50,10,01101010,filler,1,91,9
2A,152,bingo,50,11,01110010,filler,1,100,0
2A,152,bingo,50,12,01010101,filler,1,93,93
2A,152,bingo,50,13,11111010,filler,1,97,3
2A,152,bingo,50,14,00101111,target,4,90,90
2A,152,bingo,50,15,10101010,filler,1,95,5
2A,152,bingo,50,16,01111111,target,7,92,92
2A,152,bingo,50,17,11110010,filler,1,94,6
2A,152,bingo,50,18,10100111,target,3,83,83
2A,153,bingo,50,1,01011101,filler,1,82,82
2A,153,bingo,50,2,01000101,filler,1,86,86
2A,153,bingo,50,3,00001101,filler,1,96,96
2A,153,bingo,50,4,10000001,filler,1,71,71
2A,153,bingo,50,5,11011001,filler,1,91,91
2A,153,bingo,50,6,01110010,filler,1,72,28
2A,153,bingo,50,7,10101111,target,4,88,88
2A,153,bingo,50,8,00110110,filler,1,89,11
2A,153,bingo,50,9,01000000,target,6,71,29
2A,153,bingo,50,10,01011110,filler,1,87,13
2A,153,bingo,50,11,01010101,filler,1,67,67
2A,153,bingo,50,12,11110010,filler,1,87,13
2A,153,bingo,50,13,10001010,filler,1,84,16
